Age,Gender,Ad name,Reach,Impressions,Frequency,Result Type,Results,Cost per result,Amount spent (PKR),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Reporting starts,Reporting ends,Creative
65+,unknown,Inspection Video Engagement Campaign | Saqib | 13 June | Creative Change,0,11,0,,,,5.22100336,474.6366687,,,,6/1/2024,8/27/2024,video
18-24,female,Rasha Inspection Campaign | Multiple Adset | 23 July,48,49,1.02083333,,,,5.18393989,105.7946917,,,,6/1/2024,8/27/2024,image
45-54,unknown,Car insurance conversion campaign | 26 june,4,8,2,,,,5.10462688,638.0783597,,,,6/1/2024,8/27/2024,
35-44,unknown,Inspection Image Campaign | 26 July | Engagement,20,33,1.65,,,,5.09819934,154.490889,,,,6/1/2024,8/27/2024,image
45-54,unknown,Car insurance video traffic campaign | 10 july,16,37,2.3125,,,,5.01570712,135.5596518,,,,6/1/2024,8/27/2024,
45-54,unknown,Lead Generation Inspection Campaign | Saqib | 31 May,8,17,2.125,,,,4.86484323,286.1672487,,,,6/1/2024,8/27/2024,image
45-54,unknown,Car insurance video traffic campaign | 10 july,0,21,0,,,,4.78285355,227.7549311,,,,6/1/2024,8/27/2024,
45-54,unknown,New Creative Inspection Campaign | Saqib | 22 June,8,39,4.875,,,,4.77881289,122.5336639,,,,6/1/2024,8/27/2024,image
45-54,female,Rasha Inspection Campaign | Multiple Adset | 23 July,28,28,1,,,,4.69478366,167.670845,,,,6/1/2024,8/27/2024,image
35-44,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,8,23,2.875,,,,4.68376509,203.6419605,,,,6/1/2024,8/27/2024,image
45-54,unknown,Update creative inspection campaign | 25 june -,8,32,4,,,,4.62860261,144.6438315,,,,6/1/2024,8/27/2024,image
35-44,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,23,5.75,,,,4.60872214,200.3792237,,,,6/1/2024,8/27/2024,image
25-34,unknown,New Creative Inspection Campaign | Saqib | 22 June,24,24,1,,,,4.56930335,190.3876396,,,,6/1/2024,8/27/2024,image
25-34,unknown,Website Traffic | Saqib | 1 June,64,171,2.671875,Link clicks,2,2.28145107,4.56290214,26.68363822,2,2.28145107,1.16959064,6/1/2024,8/27/2024,
18-24,unknown,Car insurance conversion campaign | 26 june,12,16,1.33333333,,,,4.54739665,284.2122908,,,,6/1/2024,8/27/2024,
55-64,unknown,Raza creative car insurance conversion campaign | 28 june,2,4,2,,,,4.51419134,1128.547835,,,,6/1/2024,8/27/2024,
65+,unknown,New Creative Free Ad Website Traffic | Saqib | 27 June,0,148,0,,,,4.45272623,30.08598806,,,,6/1/2024,8/27/2024,
55-64,unknown,New Creative Free Ad Website Traffic | Saqib | 27 June,0,154,0,Link clicks,4,1.1032202,4.41288081,28.65507018,4,1.1032202,2.5974026,6/1/2024,8/27/2024,
55-64,unknown,Raza creative car insurance conversion campaign | 26 june,4,4,1,,,,4.35999362,1089.998406,,,,6/1/2024,8/27/2024,
35-44,unknown,Inspection Campaign | Saqib | 5 June | Creative Change,12,18,1.5,,,,4.2130287,234.0571498,,,,6/1/2024,8/27/2024,image
25-34,unknown,Car insurance conversion campaign | 26 june,8,13,1.625,,,,4.10957291,316.1209927,,,,6/1/2024,8/27/2024,
55-64,female,Rasha Inspection Campaign | Multiple Adset | 23 July,18,18,1,,,,4.05525934,225.2921854,,,,6/1/2024,8/27/2024,image
35-44,unknown,Raza creative car insurance conversion campaign | 28 june,12,18,1.5,,,,4.03543158,224.1906432,,,,6/1/2024,8/27/2024,
65+,female,Inspection Campaign | Saqib | 6 June | Multiple adset,28,51,1.82142857,,,,3.96811722,77.80621994,,,,6/1/2024,8/27/2024,image
65+,unknown,Sale My Car | Traffic Campaign | Saqib | 10th june,0,114,0,Link clicks,2,1.95401746,3.90803491,34.281008,2,1.95401746,1.75438596,6/1/2024,8/27/2024,
18-24,female,Adnan Suicide Inspection Video Campaign | 25 July,22,22,1,,,,3.83009647,174.0952939,,,,6/1/2024,8/27/2024,video
18-24,female,Rasha Inspection Campaign | Multiple Adset | 23 July,20,34,1.7,,,,3.74583803,110.1717067,,,,6/1/2024,8/27/2024,image
55-64,unknown,Sale My Car | Traffic Campaign | Saqib | 10th june,150,150,1,Link clicks,2,1.83438373,3.66876747,24.45844979,2,1.83438373,1.33333333,6/1/2024,8/27/2024,
18-24,unknown,Old Creative Inspection Campaign | Saqib | 24 June,0,41,0,,,,3.55920897,86.80997497,,,,6/1/2024,8/27/2024,image
55-64,unknown,Raza Video Inspection Campaign 2 | Engagement | 19 July,0,13,0,,,,3.53515984,271.9353722,,,,6/1/2024,8/27/2024,video
55-64,unknown,Car insurance conversion campaign | 26 june,0,4,0,,,,3.4826889,870.6722258,,,,6/1/2024,8/27/2024,
65+,female,New Creative Inspection Campaign | Saqib | 22 June,8,28,3.5,,,,3.47187241,123.9954434,,,,6/1/2024,8/27/2024,image
35-44,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,14,23,1.64285714,,,,3.44085749,149.6024998,,,,6/1/2024,8/27/2024,image
25-34,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,19,19,1,,,,3.39170028,178.510541,,,,6/1/2024,8/27/2024,image
45-54,unknown,Raza creative car insurance conversion campaign | 26 june,0,5,0,,,,3.2849267,656.9853404,,,,6/1/2024,8/27/2024,
45-54,female,Inspection Campaign | Saqib | 5 June | Creative Change,18,21,1.16666667,,,,3.1947137,152.129224,,,,6/1/2024,8/27/2024,image
35-44,unknown,Car insurance conversion campaign | 26 june,11,11,1,,,,3.14437055,285.8518684,1,3.14437055,9.09090909,6/1/2024,8/27/2024,
55-64,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,6,1.5,,,,3.13851085,523.0851411,,,,6/1/2024,8/27/2024,image
45-54,female,Rasha Inspection Campaign | Multiple Adset | 23 July,26,49,1.88461538,,,,3.13780906,64.03691964,,,,6/1/2024,8/27/2024,image
55-64,unknown,Car insurance video traffic campaign | 10 july,8,10,1.25,,,,3.12533019,312.5330192,,,,6/1/2024,8/27/2024,
45-54,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,0,12,0,,,,2.99267672,249.3897264,,,,6/1/2024,8/27/2024,image
18-24,unknown,Car insurance video traffic campaign | 10 july,32,42,1.3125,,,,2.90565842,69.18234336,,,,6/1/2024,8/27/2024,
25-34,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,21,21,1,,,,2.79838396,133.2563788,,,,6/1/2024,8/27/2024,image
25-34,unknown,Inspection Image Campaign | 26 July | Engagement,16,16,1,,,,2.78355698,173.9723111,,,,6/1/2024,8/27/2024,image
18-24,unknown,Car insurance conversion campaign | 26 june –,8,9,1.125,,,,2.76617098,307.3523314,,,,6/1/2024,8/27/2024,
25-34,unknown,Car insurance conversion campaign | 26 june,4,11,2.75,,,,2.76514476,251.3767964,,,,6/1/2024,8/27/2024,
45-54,unknown,Inspection Campaign | Saqib | 31 May | Creative Change –,8,18,2.25,,,,2.72689417,151.4941206,,,,6/1/2024,8/27/2024,image
35-44,unknown,Lead Generation Inspection Campaign | Saqib | 31 May,8,13,1.625,,,,2.6716762,205.5135537,,,,6/1/2024,8/27/2024,image
45-54,unknown,Raza creative car insurance conversion campaign | 28 june,4,8,2,,,,2.65071721,331.3396515,,,,6/1/2024,8/27/2024,
55-64,unknown,Inspection Image Campaign | 26 July | Engagement,0,5,0,,,,2.64388028,528.7760566,,,,6/1/2024,8/27/2024,image
55-64,unknown,Lead Generation Inspection Campaign | Saqib | 31 May,0,11,0,,,,2.58195573,234.7232481,,,,6/1/2024,8/27/2024,image
65+,unknown,Old Creative Inspection Campaign | Saqib | 24 June,3,3,1,,,,2.56223167,854.0772234,,,,6/1/2024,8/27/2024,image
65+,unknown,New Inspection Campaign | Saqib | 29 June,9,9,1,,,,2.52999293,281.1103255,,,,6/1/2024,8/27/2024,image
65+,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,5,1.25,,,,2.45858019,491.7160379,,,,6/1/2024,8/27/2024,image
45-54,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,12,14,1.16666667,,,,2.45712758,175.5091127,,,,6/1/2024,8/27/2024,image
35-44,unknown,Raza creative car insurance conversion campaign | 26 june,8,9,1.125,,,,2.44876354,272.084838,,,,6/1/2024,8/27/2024,
65+,female,Inspection Image Campaign | 26 July | Engagement,8,20,2.5,,,,2.39445761,119.7228807,1,2.39445761,5,6/1/2024,8/27/2024,image
18-24,unknown,New Creative Inspection Campaign | Saqib | 22 June,0,24,0,,,,2.34451154,97.687981,,,,6/1/2024,8/27/2024,image
45-54,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,16,17,1.0625,,,,2.30866676,135.8039273,,,,6/1/2024,8/27/2024,image
18-24,female,Rasha Inspection Campaign | Multiple Adset | 23 July,24,31,1.29166667,,,,2.28401747,73.67798306,,,,6/1/2024,8/27/2024,image
55-64,unknown,Update creative inspection campaign | 25 june -,0,10,0,,,,2.19459606,219.4596065,,,,6/1/2024,8/27/2024,image
65+,female,Rasha Inspection Campaign | Multiple Adset | 23 July,4,5,1.25,,,,2.17525474,435.0509476,,,,6/1/2024,8/27/2024,image
55-64,unknown,Creative Change Inspection Campaign | Engagement | 19 July,0,13,0,,,,2.11387568,162.6058214,,,,6/1/2024,8/27/2024,image
18-24,unknown,Creative Change Inspection Campaign | Engagement | 19 July,8,15,1.875,,,,2.08396234,138.9308228,,,,6/1/2024,8/27/2024,image
25-34,unknown,Update creative inspection campaign | 25 june -,17,17,1,,,,1.99508733,117.3580783,,,,6/1/2024,8/27/2024,image
55-64,unknown,New Creative Inspection Campaign | Saqib | 22 June,0,7,0,,,,1.98535233,283.6217612,,,,6/1/2024,8/27/2024,image
25-34,unknown,Raza creative car insurance conversion campaign | 28 june,4,8,2,,,,1.98284169,247.855211,,,,6/1/2024,8/27/2024,
25-34,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,12,12,1,,,,1.92834308,160.6952568,,,,6/1/2024,8/27/2024,image
35-44,unknown,Website Traffic | Saqib | 1 June,64,84,1.3125,,,,1.92700243,22.94050516,,,,6/1/2024,8/27/2024,
65+,unknown,Raza creative car insurance conversion campaign | 28 june,0,1,0,,,,1.89316543,1893.165431,,,,6/1/2024,8/27/2024,
55-64,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,7,1.75,,,,1.88748743,269.6410608,,,,6/1/2024,8/27/2024,image
35-44,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,12,17,1.41666667,,,,1.79800225,105.7648384,,,,6/1/2024,8/27/2024,image
18-24,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,13,13,1,,,,1.71918429,132.244945,,,,6/1/2024,8/27/2024,image
45-54,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,0,7,0,,,,1.69774001,242.5342875,,,,6/1/2024,8/27/2024,image
25-34,unknown,Inspection Campaign | Saqib | 5 June | Creative Change,9,9,1,,,,1.69719165,188.5768505,,,,6/1/2024,8/27/2024,image
45-54,unknown,Inspection Image Campaign | 26 July | Engagement,14,14,1,,,,1.67612033,119.7228807,,,,6/1/2024,8/27/2024,image
55-64,female,Inspection Campaign | Saqib | 5 June | Creative Change,2,9,4.5,,,,1.64727425,183.0304726,,,,6/1/2024,8/27/2024,image
35-44,male,Car insurance conversion campaign | 26 june,4,4,1,,,,1.61,402.5,,,,6/1/2024,8/27/2024,
35-44,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,20,20,1,,,,1.58814343,79.40717174,,,,6/1/2024,8/27/2024,image
18-24,unknown,Update creative inspection campaign | 25 june -,0,6,0,,,,1.57611899,262.6864986,,,,6/1/2024,8/27/2024,image
55-64,female,Adnan Suicide Inspection Video Campaign | 25 July,8,19,2.375,,,,1.57592511,82.94342676,,,,6/1/2024,8/27/2024,video
25-34,unknown,Raza creative car insurance conversion campaign | 26 june,4,4,1,,,,1.57278309,393.1957719,,,,6/1/2024,8/27/2024,
55-64,female,Rasha Inspection Campaign | Multiple Adset | 23 July,8,10,1.25,Messaging conversations started,1,1.54827972,1.54827972,154.8279718,1,1.54827972,10,6/1/2024,8/27/2024,image
65+,unknown,Raza creative car insurance conversion campaign | 26 june,1,1,1,,,,1.53296579,1532.965794,,,,6/1/2024,8/27/2024,
25-34,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,11,2.75,,,,1.52927439,139.0249449,,,,6/1/2024,8/27/2024,image
18-24,unknown,Inspection Campaign | Saqib | 6 June -,128,176,1.375,Reach,128,11.94570166,1.52904981,8.68778303,,,,6/1/2024,8/27/2024,image
35-44,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,8,23,2.875,,,,1.52893244,66.47532354,,,,6/1/2024,8/27/2024,image
45-54,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,6,6,1,,,,1.52868648,254.7810808,,,,6/1/2024,8/27/2024,image
65+,unknown,Raza creative car insurance conversion campaign | 28 june,2,2,1,,,,1.50473045,752.3652236,,,,6/1/2024,8/27/2024,
25-34,unknown,Inspection Campaign | Saqib | 31 May | Creative Change –,8,20,2.5,,,,1.48830488,74.41524385,,,,6/1/2024,8/27/2024,
65+,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,0,1,0,,,,1.47872941,1478.72941,,,,6/1/2024,8/27/2024,
45-54,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,8,15,1.875,,,,1.31504036,87.66935762,,,,6/1/2024,8/27/2024,
55-64,unknown,Car insurance conversion campaign | 26 june,0,3,0,,,,1.30299987,434.3332896,,,,6/1/2024,8/27/2024,
18-24,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,12,13,1.08333333,,,,1.29888394,99.91414932,,,,6/1/2024,8/27/2024,
65+,female,Rasha Inspection Campaign | Multiple Adset | 23 July,4,12,3,,,,1.24854044,104.0450363,,,,6/1/2024,8/27/2024,image
65+,female,Rasha Inspection Campaign | Multiple Adset | 23 July,2,5,2.5,,,,1.20865707,241.731414,,,,6/1/2024,8/27/2024,image
45-54,unknown,Website Traffic | Saqib | 1 June,0,35,0,,,,1.19813623,34.23246366,,,,6/1/2024,8/27/2024,
55-64,female,Rasha Inspection Campaign | Multiple Adset | 23 July,6,11,1.83333333,,,,1.14919759,104.4725079,,,,6/1/2024,8/27/2024,image
25-34,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,7,1.75,,,,1.13848448,162.6406398,,,,6/1/2024,8/27/2024,image
65+,unknown,Car insurance video traffic campaign | 10 july,0,5,0,,,,1.13774698,227.5493954,,,,6/1/2024,8/27/2024,
25-34,unknown,Inspection Campaign | Saqib | 6 June -,128,128,1,Reach,128,8.8226424,1.12929823,8.8226424,,,,6/1/2024,8/27/2024,image
55-64,unknown,Car insurance video traffic campaign | 10 july,0,7,0,,,,1.1068459,158.1208435,,,,6/1/2024,8/27/2024,
55-64,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,8,2,,,,1.07937667,134.9220836,,,,6/1/2024,8/27/2024,image
45-54,unknown,Inspection Campaign | Saqib | 5 June | Creative Change,2,4,2,,,,1.07821587,269.5539687,,,,6/1/2024,8/27/2024,image
25-34,unknown,Lead Generation Inspection Campaign | Saqib | 31 May,8,15,1.875,,,,1.03676987,69.11799121,1,1.03676987,6.66666667,6/1/2024,8/27/2024,image
18-24,unknown,Lead Generation Inspection Campaign | Saqib | 31 May,16,19,1.1875,,,,1.00686304,52.99279184,,,,6/1/2024,8/27/2024,image
25-34,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,2,9,4.5,,,,0.96897711,107.6641234,,,,6/1/2024,8/27/2024,image
18-24,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,6,1.5,,,,0.93945747,156.5762451,,,,6/1/2024,8/27/2024,image
45-54,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,4,7,1.75,,,,0.91897893,131.2827042,,,,6/1/2024,8/27/2024,image
55-64,unknown,Raza creative car insurance conversion campaign | 28 june,0,2,0,,,,0.86687049,433.4352434,,,,6/1/2024,8/27/2024,
55-64,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,4,4,1,,,,0.82903085,207.2577124,,,,6/1/2024,8/27/2024,image
25-34,unknown,Adnan Suicide Inspection Video Campaign | 25 July,6,9,1.5,,,,0.80791097,89.76788593,,,,6/1/2024,8/27/2024,video
18-24,unknown,Inspection Campaign | Saqib | 5 June | Creative Change,8,9,1.125,,,,0.79867843,88.74204731,,,,6/1/2024,8/27/2024,image
55-64,unknown,Car insurance video traffic campaign | 10 july,0,12,0,,,,0.77845846,64.87153816,,,,6/1/2024,8/27/2024,
65+,unknown,Car insurance video traffic campaign | 10 july,0,2,0,,,,0.75886612,379.4330584,,,,6/1/2024,8/27/2024,
18-24,unknown,Adnan Suicide Inspection Video Campaign | 25 July,3,3,1,,,,0.75803993,252.6799752,,,,6/1/2024,8/27/2024,video
65+,female,Rasha Inspection Campaign | Multiple Adset | 23 July,4,7,1.75,,,,0.72949064,104.2129489,,,,6/1/2024,8/27/2024,image
45-54,unknown,Raza creative car insurance conversion campaign | 28 june,0,3,0,,,,0.68751797,229.1726574,,,,6/1/2024,8/27/2024,
18-24,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,7,1.75,,,,0.679096,97.01371498,,,,6/1/2024,8/27/2024,image
45-54,unknown,Adnan Suicide Inspection Video Campaign | 25 July,4,5,1.25,,,,0.67824625,135.6492499,,,,6/1/2024,8/27/2024,image
65+,unknown,Update creative inspection campaign | 25 june -,0,1,0,,,,0.65837882,658.3788194,,,,6/1/2024,8/27/2024,image
18-24,unknown,Raza creative car insurance conversion campaign | 26 june,2,3,1.5,,,,0.60721372,202.4045746,,,,6/1/2024,8/27/2024,
65+,unknown,Raza Video Inspection Campaign 2 | Engagement | 19 July,0,4,0,,,,0.57920698,144.8017448,,,,6/1/2024,8/27/2024,video
35-44,unknown,Adnan Suicide Inspection Video Campaign | 25 July,4,7,1.75,,,,0.55855573,79.79367638,,,,6/1/2024,8/27/2024,video
25-34,unknown,Raza creative car insurance conversion campaign | 28 june,0,2,0,,,,0.54808063,274.0403132,,,,6/1/2024,8/27/2024,
35-44,unknown,Inspection Campaign | Saqib | 6 June -,0,73,0,,,,0.50968327,6.98196261,,,,6/1/2024,8/27/2024,image
18-24,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,5,1.25,,,,0.50875504,101.7510084,,,,6/1/2024,8/27/2024,image
55-64,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,2,2,1,,,,0.49957075,249.7853733,,,,6/1/2024,8/27/2024,image
45-54,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,4,10,2.5,,,,0.41970694,41.97069447,,,,6/1/2024,8/27/2024,image
55-64,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,1,1,1,,,,0.40538838,405.388383,,,,6/1/2024,8/27/2024,image
55-64,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,0,6,0,,,,0.37907238,63.1787307,,,,6/1/2024,8/27/2024,image
25-34,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,0,9,0,,,,0.33976276,37.7514183,,,,6/1/2024,8/27/2024,image
25-34,male,Car insurance conversion campaign | 26 june,1,1,1,,,,0.32,320,,,,6/1/2024,8/27/2024,
45-54,unknown,Inspection Campaign | Saqib | 6 June -,29,29,1,Reach,29,11.02762993,0.31980127,11.02762993,,,,6/1/2024,8/27/2024,image
18-24,unknown,Raza creative car insurance conversion campaign | 28 june,1,1,1,,,,0.24910071,249.1007146,,,,6/1/2024,8/27/2024,
18-24,unknown,Inspection Image Campaign | 26 July | Engagement,4,4,1,,,,0.23944576,59.86144037,,,,6/1/2024,8/27/2024,image
18-24,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,4,9,2.25,,,,0.23730052,26.3667241,,,,6/1/2024,8/27/2024,image
65+,unknown,Car insurance conversion campaign | 26 june,1,1,1,,,,0.19901079,199.0107945,,,,6/1/2024,8/27/2024,
65+,unknown,Inspection Campaign | Saqib | 6 June -,0,15,0,,,,0.13991305,9.32753698,,,,6/1/2024,8/27/2024,image
65+,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,0,1,0,,,,0.12993835,129.9383472,,,,6/1/2024,8/27/2024,image
65+,unknown,Inspection Campaign | Saqib | 31 May | Creative Change –,6,6,1,,,,0.11986348,19.97724667,,,,6/1/2024,8/27/2024,image
55-64,unknown,Inspection Campaign | Saqib | 6 June -,0,12,0,,,,0.10993169,9.16097382,,,,6/1/2024,8/27/2024,image
55-64,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,1,1,1,,,,0.09988901,99.88901405,,,,6/1/2024,8/27/2024,
55-64,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,2,2,1,,,,0.07994418,39.97208997,,,,6/1/2024,8/27/2024,
25-34,unknown,Rasha Inspection Campaign | Multiple Adset | 23 July,0,1,0,,,,0.05992994,59.92994093,,,,6/1/2024,8/27/2024,
65+,unknown,Lead Generation Inspection Campaign | Saqib | 31 May,0,1,0,,,,0.05981365,59.81364624,,,,6/1/2024,8/27/2024,
65+,female,Adnan Suicide Inspection Video Campaign | 25 July,0,1,0,,,,0.04987105,49.87104774,,,,6/1/2024,8/27/2024,video
65+,unknown,Car insurance video traffic campaign | 10 july,0,1,0,,,,0.02991475,29.91475418,,,,6/1/2024,8/27/2024,
65+,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,0,1,0,,,,0.01997341,19.97341191,,,,6/1/2024,8/27/2024,image
65+,unknown,Inspection hasan video campaign | 6th July | Conversion,0,1,0,,,,0.01996805,19.9680512,,,,6/1/2024,8/27/2024,video
55-64,unknown,Adnan Suicide Inspection Video Campaign | 25 July,0,1,0,,,,0.01994842,19.94841909,,,,6/1/2024,8/27/2024,video
18-24,female,Inspection Campaign | Waqas | 28 May | New Creative,0,0,0,Messaging conversations started,1,0,0,,,,,6/1/2024,8/27/2024,image
